Time, Currents, Velocities, Positions
2.876225709915161133e+00,-1.128700017999999972e+00,-7.382742735936013156e-01,1.113425719662890723e+00
2.887778043746948242e+00,-1.100600003999999910e+00,-7.539822368615503034e-01,1.111797736296703976e+00
2.898002147674560547e+00,-1.245599984999999910e+00,-8.168140899333461435e-01,1.104790021183790216e+00
2.909030437469482422e+00,-1.165400028000000088e+00,-8.011061266653972668e-01,1.103101415132485830e+00
2.919628143310546875e+00,-1.204699992999999969e+00,-8.639379797371931069e-01,1.094864551893855120e+00
2.930589675903320312e+00,-1.013900041999999946e+00,-8.639379797371931069e-01,1.093042428154773038e+00
2.942605495452880859e+00,-1.221799969999999957e+00,-9.267698328089889470e-01,1.085995443133689342e+00
2.953328847885131836e+00,-1.229300022000000103e+00,-9.267698328089889470e-01,1.084049864856417633e+00
2.964308977127075195e+00,-1.256199955999999895e+00,-9.896016858807847871e-01,1.075634200699341347e+00
2.976052284240722656e+00,-1.272899985000000012e+00,-9.896016858807847871e-01,1.073560749547971982e+00
2.986502170562744141e+00,-1.204800010000000032e+00,-1.052433538952580738e+00,1.064499095401501227e+00
2.997206926345825195e+00,-1.245300054999999961e+00,-1.068141502220529615e+00,1.062243162013414732e+00
3.008173942565917969e+00,-1.271000028000000004e+00,-1.099557428756427591e+00,1.052618230357251772e+00
3.019127368927001953e+00,-1.256899953000000014e+00,-1.099557428756427591e+00,1.050269644176147876e+00
3.030216455459594727e+00,-1.294499993000000071e+00,-1.146681318560274443e+00,1.040224647338840125e+00
3.041813373565673828e+00,-1.355200052000000044e+00,-1.146681318560274443e+00,1.037778009223584208e+00
3.052380084991455078e+00,-1.305899978000000017e+00,-1.193805208364121295e+00,1.027341969866383931e+00
3.063531160354614258e+00,-1.261000037000000074e+00,-1.193805208364121295e+00,1.024793475348272809e+00
3.074028968811035156e+00,-1.357800007000000031e+00,-1.272345024703866123e+00,1.013741082530134952e+00
3.085635900497436523e+00,-1.437899947000000012e+00,-1.288052987971815222e+00,1.011005688067716957e+00
3.096033811569213867e+00,-1.208699941999999972e+00,-1.350884841043610951e+00,9.991580792949800172e-01
