Times (s), Currents (A), Velocities (rads^-1), Positions(rads)
71.51,0,-4.4285e-08,-3.48295e-08
71.512,0,-5.32717e-08,-3.51592e-08
71.514,0,-1.51623e-09,-2.99407e-08
71.516,0,4.4285e-08,-3.48269e-08
71.518,0,5.32717e-08,-3.51568e-08
71.52,0,1.51623e-09,-2.9941e-08
71.522,0,-4.4285e-08,-3.48295e-08
71.524,0,-5.32717e-08,-3.51592e-08
71.526,0,-1.51623e-09,-2.99407e-08
71.528,0,4.4285e-08,-3.48269e-08
71.53,0,5.32717e-08,-3.51568e-08
71.532,0,1.51623e-09,-2.9941e-08
71.534,0,-4.4285e-08,-3.48295e-08
71.536,0,-5.32717e-08,-3.51592e-08
71.538,0,-1.51623e-09,-2.99407e-08
71.54,0,4.4285e-08,-3.48269e-08
71.542,0,5.32717e-08,-3.51568e-08
71.544,0,1.51623e-09,-2.9941e-08
71.546,0,-4.4285e-08,-3.48295e-08
71.548,0,-5.32717e-08,-3.51592e-08
71.55,0,-1.51623e-09,-2.99407e-08
71.552,0,4.4285e-08,-3.48269e-08
71.554,0,5.32717e-08,-3.51568e-08
71.556,0,1.51623e-09,-2.9941e-08
71.558,0,-4.4285e-08,-3.48295e-08
71.56,0,-5.32717e-08,-3.51592e-08
71.562,0,-1.51623e-09,-2.99407e-08
71.564,0,4.4285e-08,-3.48269e-08
71.566,0,5.32717e-08,-3.51568e-08
71.568,0,1.51623e-09,-2.9941e-08
71.57,0,-4.4285e-08,-3.48295e-08
71.572,0,-5.32717e-08,-3.51592e-08
71.574,0,-1.51623e-09,-2.99407e-08
71.576,0,4.4285e-08,-3.48269e-08
71.578,0,5.32717e-08,-3.51568e-08
71.58,0,1.51623e-09,-2.9941e-08
71.582,0,-4.4285e-08,-3.48295e-08
71.584,0,-5.32717e-08,-3.51592e-08
71.586,0,-1.51623e-09,-2.99407e-08
71.588,0,4.4285e-08,-3.48269e-08
71.59,0,5.32717e-08,-3.51568e-08
71.592,0,1.51623e-09,-2.9941e-08
71.594,0,-4.4285e-08,-3.48295e-08
71.596,0,-5.32717e-08,-3.51592e-08
71.598,0,-1.51623e-09,-2.99407e-08
71.6,0,4.4285e-08,-3.48269e-08
71.602,0,5.32717e-08,-3.51568e-08
71.604,0,1.51623e-09,-2.9941e-08
71.606,0,-4.4285e-08,-3.48295e-08
71.608,0,-5.32717e-08,-3.51592e-08
71.61,0,-1.51623e-09,-2.99407e-08
71.612,0,4.4285e-08,-3.48269e-08
71.614,0,5.32717e-08,-3.51568e-08
71.616,0,1.51623e-09,-2.9941e-08
71.618,0,-4.4285e-08,-3.48295e-08
71.62,0,-5.32717e-08,-3.51592e-08
71.622,0,-1.51623e-09,-2.99407e-08
71.624,0,4.4285e-08,-3.48269e-08
71.626,0,5.32717e-08,-3.51568e-08
71.628,0,1.51623e-09,-2.9941e-08
71.63,0,-4.4285e-08,-3.48295e-08
71.632,0,-5.32717e-08,-3.51592e-08
71.634,0,-1.51623e-09,-2.99407e-08
71.636,0,4.4285e-08,-3.48269e-08
71.638,0,5.32717e-08,-3.51568e-08
71.64,0,1.51623e-09,-2.9941e-08
71.642,0,-4.4285e-08,-3.48295e-08
71.644,0,-5.32717e-08,-3.51592e-08
71.646,0,-1.51623e-09,-2.99407e-08
71.648,0,4.4285e-08,-3.48269e-08
71.65,0,5.32717e-08,-3.51568e-08
71.652,0,1.51623e-09,-2.9941e-08
71.654,0,-4.4285e-08,-3.48295e-08
71.656,0,-5.32717e-08,-3.51592e-08
71.658,0,-1.51623e-09,-2.99407e-08
71.66,0,4.4285e-08,-3.48269e-08
71.662,0,5.32717e-08,-3.51568e-08
71.664,0,1.51623e-09,-2.9941e-08
71.666,0,-4.4285e-08,-3.48295e-08
71.668,0,-5.32717e-08,-3.51592e-08
71.67,0,-1.51623e-09,-2.99407e-08
71.672,0,4.4285e-08,-3.48269e-08
71.674,0,5.32717e-08,-3.51568e-08
71.676,0,1.51623e-09,-2.9941e-08
71.678,0,-4.4285e-08,-3.48295e-08
71.68,0,-5.32717e-08,-3.51592e-08
71.682,0,-1.51623e-09,-2.99407e-08
71.684,0,4.4285e-08,-3.48269e-08
71.686,0,5.32717e-08,-3.51568e-08
71.688,0,1.51623e-09,-2.9941e-08
71.69,0,-4.4285e-08,-3.48295e-08
71.692,0,-5.32717e-08,-3.51592e-08
71.694,0,-1.51623e-09,-2.99407e-08
71.696,0,4.4285e-08,-3.48269e-08
71.698,0,5.32717e-08,-3.51568e-08
71.7,0,1.51623e-09,-2.9941e-08
71.702,0,-4.4285e-08,-3.48295e-08
71.704,0,-5.32717e-08,-3.51592e-08
71.706,0,-1.51623e-09,-2.99407e-08
71.708,0,4.4285e-08,-3.48269e-08
71.71,0,5.32717e-08,-3.51568e-08
71.712,0,1.51623e-09,-2.9941e-08
71.714,0,-4.4285e-08,-3.48295e-08
71.716,0,-5.32717e-08,-3.51592e-08
71.718,0,-1.51623e-09,-2.99407e-08
71.72,0,4.4285e-08,-3.48269e-08
71.722,0,5.32717e-08,-3.51568e-08
71.724,0,1.51623e-09,-2.9941e-08
71.726,0,-4.4285e-08,-3.48295e-08
71.728,0,-5.32717e-08,-3.51592e-08
71.73,0,-1.51623e-09,-2.99407e-08
71.732,0,4.4285e-08,-3.48269e-08
71.734,0,5.32717e-08,-3.51568e-08
71.736,0,1.51623e-09,-2.9941e-08
71.738,0,-4.4285e-08,-3.48295e-08
71.74,0,-5.32717e-08,-3.51592e-08
71.742,0,-1.51623e-09,-2.99407e-08
71.744,0,4.4285e-08,-3.48269e-08
71.746,0,5.32717e-08,-3.51568e-08
71.748,0,1.51623e-09,-2.9941e-08
71.75,0,-4.4285e-08,-3.48295e-08
71.752,0,-5.32717e-08,-3.51592e-08
71.754,0,-1.51623e-09,-2.99407e-08
71.756,0,4.4285e-08,-3.48269e-08
71.758,0,5.32717e-08,-3.51568e-08
71.76,0,1.51623e-09,-2.9941e-08
71.762,0,-4.4285e-08,-3.48295e-08
71.764,0,-5.32717e-08,-3.51592e-08
71.766,0,-1.51623e-09,-2.99407e-08
71.768,0,4.4285e-08,-3.48269e-08
71.77,0,5.32717e-08,-3.51568e-08
71.772,0,1.51623e-09,-2.9941e-08
71.774,0,-4.4285e-08,-3.48295e-08
71.776,0,-5.32717e-08,-3.51592e-08
71.778,0,-1.51623e-09,-2.99407e-08
71.78,0,4.4285e-08,-3.48269e-08
71.782,0,5.32717e-08,-3.51568e-08
71.784,0,1.51623e-09,-2.9941e-08
71.786,0,-4.4285e-08,-3.48295e-08
71.788,0,-5.32717e-08,-3.51592e-08
71.79,0,-1.51623e-09,-2.99407e-08
71.792,0,4.4285e-08,-3.48269e-08
71.794,0,5.32717e-08,-3.51568e-08
71.796,0,1.51623e-09,-2.9941e-08
71.798,0,-4.4285e-08,-3.48295e-08
71.8,0,-5.32717e-08,-3.51592e-08
71.802,0,-1.51623e-09,-2.99407e-08
71.804,0,4.4285e-08,-3.48269e-08
71.806,0,5.32717e-08,-3.51568e-08
71.808,0,1.51623e-09,-2.9941e-08
71.81,0,-4.4285e-08,-3.48295e-08
71.812,0,-5.32717e-08,-3.51592e-08
71.814,0,-1.51623e-09,-2.99407e-08
71.816,0,4.4285e-08,-3.48269e-08
71.818,0,5.32717e-08,-3.51568e-08
71.82,0,1.51623e-09,-2.9941e-08
71.822,0,-4.4285e-08,-3.48295e-08
71.824,0,-5.32717e-08,-3.51592e-08
71.826,0,-1.51623e-09,-2.99407e-08
71.828,0,4.4285e-08,-3.48269e-08
71.83,0,5.32717e-08,-3.51568e-08
71.832,0,1.51623e-09,-2.9941e-08
71.834,0,-4.4285e-08,-3.48295e-08
71.836,0,-5.32717e-08,-3.51592e-08
71.838,0,-1.51623e-09,-2.99407e-08
71.84,0,4.4285e-08,-3.48269e-08
71.842,0,5.32717e-08,-3.51568e-08
71.844,0,1.51623e-09,-2.9941e-08
71.846,0,-4.4285e-08,-3.48295e-08
71.848,0,-5.32717e-08,-3.51592e-08
71.85,0,-1.51623e-09,-2.99407e-08
71.852,0,4.4285e-08,-3.48269e-08
71.854,0,5.32717e-08,-3.51568e-08
71.856,0,1.51623e-09,-2.9941e-08
71.858,0,-4.4285e-08,-3.48295e-08
71.86,0,-5.32717e-08,-3.51592e-08
71.862,0,-1.51623e-09,-2.99407e-08
71.864,0,4.4285e-08,-3.48269e-08
71.866,0,5.32717e-08,-3.51568e-08
71.868,0,1.51623e-09,-2.9941e-08
71.87,0,-4.4285e-08,-3.48295e-08
71.872,0,-5.32717e-08,-3.51592e-08
71.874,0,-1.51623e-09,-2.99407e-08
71.876,0,4.4285e-08,-3.48269e-08
71.878,0,5.32717e-08,-3.51568e-08
71.88,0,1.51623e-09,-2.9941e-08
71.882,0,-4.4285e-08,-3.48295e-08
71.884,0,-5.32717e-08,-3.51592e-08
71.886,0,-1.51623e-09,-2.99407e-08
71.888,0,4.4285e-08,-3.48269e-08
71.89,0,5.32717e-08,-3.51568e-08
71.892,0,1.51623e-09,-2.9941e-08
71.894,0,-4.4285e-08,-3.48295e-08
71.896,0,-5.32717e-08,-3.51592e-08
71.898,0,-1.51623e-09,-2.99407e-08
71.9,0,4.4285e-08,-3.48269e-08
71.902,0,5.32717e-08,-3.51568e-08
71.904,0,1.51623e-09,-2.9941e-08
71.906,0,-4.4285e-08,-3.48295e-08
71.908,0,-5.32717e-08,-3.51592e-08
71.91,0,-1.51623e-09,-2.99407e-08
71.912,0,4.4285e-08,-3.48269e-08
71.914,0,5.32717e-08,-3.51568e-08
71.916,0,1.51623e-09,-2.9941e-08
71.918,0,-4.4285e-08,-3.48295e-08
71.92,0,-5.32717e-08,-3.51592e-08
71.922,0,-1.51623e-09,-2.99407e-08
71.924,0,4.4285e-08,-3.48269e-08
71.926,0,5.32717e-08,-3.51568e-08
71.928,0,1.51623e-09,-2.9941e-08
71.93,0,-4.4285e-08,-3.48295e-08
71.932,0,-5.32717e-08,-3.51592e-08
71.934,0,-1.51623e-09,-2.99407e-08
71.936,0,4.4285e-08,-3.48269e-08
71.938,0,5.32717e-08,-3.51568e-08
71.94,0,1.51623e-09,-2.9941e-08
71.942,0,-4.4285e-08,-3.48295e-08
71.944,0,-5.32717e-08,-3.51592e-08
71.946,0,-1.51623e-09,-2.99407e-08
71.948,0,4.4285e-08,-3.48269e-08
71.95,0,5.32717e-08,-3.51568e-08
71.952,0,1.51623e-09,-2.9941e-08
71.954,0,-4.4285e-08,-3.48295e-08
71.956,0,-5.32717e-08,-3.51592e-08
71.958,0,-1.51623e-09,-2.99407e-08
71.96,0,4.4285e-08,-3.48269e-08
71.962,0,5.32717e-08,-3.51568e-08
71.964,0,1.51623e-09,-2.9941e-08
71.966,0,-4.4285e-08,-3.48295e-08
71.968,0,-5.32717e-08,-3.51592e-08
71.97,0,-1.51623e-09,-2.99407e-08
71.972,0,4.4285e-08,-3.48269e-08
71.974,0,5.32717e-08,-3.51568e-08
71.976,0,1.51623e-09,-2.9941e-08
71.978,0,-4.4285e-08,-3.48295e-08
71.98,0,-5.32717e-08,-3.51592e-08
71.982,0,-1.51623e-09,-2.99407e-08
71.984,0,4.4285e-08,-3.48269e-08
71.986,0,5.32717e-08,-3.51568e-08
71.988,0,1.51623e-09,-2.9941e-08
71.99,0,-4.4285e-08,-3.48295e-08
71.992,0,-5.32717e-08,-3.51592e-08
71.994,0,-1.51623e-09,-2.99407e-08
71.996,0,4.4285e-08,-3.48269e-08
71.998,0,5.32717e-08,-3.51568e-08
72,0,1.51623e-09,-2.9941e-08
72.002,0,-4.4285e-08,-3.48295e-08
72.004,0,-5.32717e-08,-3.51592e-08
72.006,0,-1.51623e-09,-2.99407e-08
72.008,0,4.4285e-08,-3.48269e-08
72.01,0,5.32717e-08,-3.51568e-08
72.012,0,1.51623e-09,-2.9941e-08
72.014,0,-4.4285e-08,-3.48295e-08
72.016,0,-5.32717e-08,-3.51592e-08
72.018,0,-1.51623e-09,-2.99407e-08
72.02,0,4.4285e-08,-3.48269e-08
72.022,0,5.32717e-08,-3.51568e-08
72.024,0,1.51623e-09,-2.9941e-08
72.026,0,-4.4285e-08,-3.48295e-08
72.028,0,-5.32717e-08,-3.51592e-08
72.03,0,-1.51623e-09,-2.99407e-08
72.032,0,4.4285e-08,-3.48269e-08
72.034,0,5.32717e-08,-3.51568e-08
72.036,0,1.51623e-09,-2.9941e-08
72.038,0,-4.4285e-08,-3.48295e-08
72.04,0,-5.32717e-08,-3.51592e-08
72.042,0,-1.51623e-09,-2.99407e-08
72.044,0,4.4285e-08,-3.48269e-08
72.046,0,5.32717e-08,-3.51568e-08
72.048,0,1.51623e-09,-2.9941e-08
72.05,0,-4.4285e-08,-3.48295e-08
72.052,0,-5.32717e-08,-3.51592e-08
72.054,0,-1.51623e-09,-2.99407e-08
72.056,0,4.4285e-08,-3.48269e-08
72.058,0,5.32717e-08,-3.51568e-08
72.06,0,1.51623e-09,-2.9941e-08
72.062,0,-4.4285e-08,-3.48295e-08
72.064,0,-5.32717e-08,-3.51592e-08
72.066,0,-1.51623e-09,-2.99407e-08
72.068,0,4.4285e-08,-3.48269e-08
72.07,0,5.32717e-08,-3.51568e-08
72.072,0,1.51623e-09,-2.9941e-08
72.074,0,-4.4285e-08,-3.48295e-08
72.076,0,-5.32717e-08,-3.51592e-08
72.078,0,-1.51623e-09,-2.99407e-08
72.08,0,4.4285e-08,-3.48269e-08
72.082,0,5.32717e-08,-3.51568e-08
72.084,0,1.51623e-09,-2.9941e-08
72.086,0,-4.4285e-08,-3.48295e-08
72.088,0,-5.32717e-08,-3.51592e-08
72.09,0,-1.51623e-09,-2.99407e-08
72.092,0,4.4285e-08,-3.48269e-08
72.094,0,5.32717e-08,-3.51568e-08
72.096,0,1.51623e-09,-2.9941e-08
72.098,0,-4.4285e-08,-3.48295e-08
72.1,0,-5.32717e-08,-3.51592e-08
72.102,0,-1.51623e-09,-2.99407e-08
72.104,0,4.4285e-08,-3.48269e-08
72.106,0,5.32717e-08,-3.51568e-08
72.108,0,1.51623e-09,-2.9941e-08
72.11,0,-4.4285e-08,-3.48295e-08
72.112,0,-5.32717e-08,-3.51592e-08
72.114,0,-1.51623e-09,-2.99407e-08
72.116,0,4.4285e-08,-3.48269e-08
72.118,0,5.32717e-08,-3.51568e-08
72.12,0,1.51623e-09,-2.9941e-08
72.122,0,-4.4285e-08,-3.48295e-08
72.124,0,-5.32717e-08,-3.51592e-08
72.126,0,-1.51623e-09,-2.99407e-08
72.128,0,4.4285e-08,-3.48269e-08
72.13,0,5.32717e-08,-3.51568e-08
72.132,0,1.51623e-09,-2.9941e-08
72.134,0,-4.4285e-08,-3.48295e-08
72.136,0,-5.32717e-08,-3.51592e-08
72.138,0,-1.51623e-09,-2.99407e-08
72.14,0,4.4285e-08,-3.48269e-08
72.142,0,5.32717e-08,-3.51568e-08
72.144,0,1.51623e-09,-2.9941e-08
72.146,0,-4.4285e-08,-3.48295e-08
72.148,0,-5.32717e-08,-3.51592e-08
72.15,0,-1.51623e-09,-2.99407e-08
72.152,0,4.4285e-08,-3.48269e-08
72.154,0,5.32717e-08,-3.51568e-08
72.156,0,1.51623e-09,-2.9941e-08
72.158,0,-4.4285e-08,-3.48295e-08
72.16,0,-5.32717e-08,-3.51592e-08
72.162,0,-1.51623e-09,-2.99407e-08
72.164,0,4.4285e-08,-3.48269e-08
72.166,0,5.32717e-08,-3.51568e-08
72.168,0,1.51623e-09,-2.9941e-08
72.17,0,-4.4285e-08,-3.48295e-08
72.172,0,-5.32717e-08,-3.51592e-08
72.174,0,-1.51623e-09,-2.99407e-08
72.176,0,4.4285e-08,-3.48269e-08
72.178,0,5.32717e-08,-3.51568e-08
72.18,0,1.51623e-09,-2.9941e-08
72.182,0,-4.4285e-08,-3.48295e-08
72.184,0,-5.32717e-08,-3.51592e-08
72.186,0,-1.51623e-09,-2.99407e-08
72.188,0,4.4285e-08,-3.48269e-08
72.19,0,5.32717e-08,-3.51568e-08
72.192,0,1.51623e-09,-2.9941e-08
72.194,0,-4.4285e-08,-3.48295e-08
72.196,0,-5.32717e-08,-3.51592e-08
72.198,0,-1.51623e-09,-2.99407e-08
72.2,0,4.4285e-08,-3.48269e-08
72.202,0,5.32717e-08,-3.51568e-08
72.204,0,1.51623e-09,-2.9941e-08
72.206,0,-4.4285e-08,-3.48295e-08
72.208,0,-5.32717e-08,-3.51592e-08
72.21,0,-1.51623e-09,-2.99407e-08
72.212,0,4.4285e-08,-3.48269e-08
72.214,0,5.32717e-08,-3.51568e-08
72.216,0,1.51623e-09,-2.9941e-08
72.218,0,-4.4285e-08,-3.48295e-08
72.22,0,-5.32717e-08,-3.51592e-08
72.222,0,-1.51623e-09,-2.99407e-08
72.224,0,4.4285e-08,-3.48269e-08
72.226,0,5.32717e-08,-3.51568e-08
72.228,0,1.51623e-09,-2.9941e-08
72.23,0,-4.4285e-08,-3.48295e-08
72.232,0,-5.32717e-08,-3.51592e-08
72.234,0,-1.51623e-09,-2.99407e-08
72.236,0,4.4285e-08,-3.48269e-08
72.238,0,5.32717e-08,-3.51568e-08
72.24,0,1.51623e-09,-2.9941e-08
72.242,0,-4.4285e-08,-3.48295e-08
72.244,0,-5.32717e-08,-3.51592e-08
72.246,0,-1.51623e-09,-2.99407e-08
72.248,0,4.4285e-08,-3.48269e-08
72.25,0,5.32717e-08,-3.51568e-08
72.252,0,1.51623e-09,-2.9941e-08
72.254,0,-4.4285e-08,-3.48295e-08
72.256,0,-5.32717e-08,-3.51592e-08
72.258,0,-1.51623e-09,-2.99407e-08
72.26,0,4.4285e-08,-3.48269e-08
72.262,0,5.32717e-08,-3.51568e-08
72.264,0,1.51623e-09,-2.9941e-08
72.266,0,-4.4285e-08,-3.48295e-08
72.268,0,-5.32717e-08,-3.51592e-08
72.27,0,-1.51623e-09,-2.99407e-08
72.272,0,4.4285e-08,-3.48269e-08
72.274,0,5.32717e-08,-3.51568e-08
72.276,0,1.51623e-09,-2.9941e-08
72.278,0,-4.4285e-08,-3.48295e-08
72.28,0,-5.32717e-08,-3.51592e-08
72.282,0,-1.51623e-09,-2.99407e-08
72.284,0,4.4285e-08,-3.48269e-08
72.286,0,5.32717e-08,-3.51568e-08
72.288,0,1.51623e-09,-2.9941e-08
72.29,0,-4.4285e-08,-3.48295e-08
72.292,0,-5.32717e-08,-3.51592e-08
72.294,0,-1.51623e-09,-2.99407e-08
72.296,0,4.4285e-08,-3.48269e-08
72.298,0,5.32717e-08,-3.51568e-08
72.3,0,1.51623e-09,-2.9941e-08
72.302,0,-4.4285e-08,-3.48295e-08
72.304,0,-5.32717e-08,-3.51592e-08
72.306,0,-1.51623e-09,-2.99407e-08
72.308,0,4.4285e-08,-3.48269e-08
72.31,0,5.32717e-08,-3.51568e-08
72.312,0,1.51623e-09,-2.9941e-08
72.314,0,-4.4285e-08,-3.48295e-08
72.316,0,-5.32717e-08,-3.51592e-08
72.318,0,-1.51623e-09,-2.99407e-08
72.32,0,4.4285e-08,-3.48269e-08
72.322,0,5.32717e-08,-3.51568e-08
72.324,0,1.51623e-09,-2.9941e-08
72.326,0,-4.4285e-08,-3.48295e-08
72.328,0,-5.32717e-08,-3.51592e-08
72.33,0,-1.51623e-09,-2.99407e-08
72.332,0,4.4285e-08,-3.48269e-08
72.334,0,5.32717e-08,-3.51568e-08
72.336,0,1.51623e-09,-2.9941e-08
72.338,0,-4.4285e-08,-3.48295e-08
72.34,0,-5.32717e-08,-3.51592e-08
72.342,0,-1.51623e-09,-2.99407e-08
72.344,0,4.4285e-08,-3.48269e-08
72.346,0,5.32717e-08,-3.51568e-08
72.348,0,1.51623e-09,-2.9941e-08
72.35,0,-4.4285e-08,-3.48295e-08
72.352,0,-5.32717e-08,-3.51592e-08
72.354,0,-1.51623e-09,-2.99407e-08
72.356,0,4.4285e-08,-3.48269e-08
72.358,0,5.32717e-08,-3.51568e-08
72.36,0,1.51623e-09,-2.9941e-08
72.362,0,-4.4285e-08,-3.48295e-08
72.364,0,-5.32717e-08,-3.51592e-08
72.366,0,-1.51623e-09,-2.99407e-08
72.368,0,4.4285e-08,-3.48269e-08
72.37,0,5.32717e-08,-3.51568e-08
72.372,0,1.51623e-09,-2.9941e-08
72.374,0,-4.4285e-08,-3.48295e-08
72.376,0,-5.32717e-08,-3.51592e-08
72.378,0,-1.51623e-09,-2.99407e-08
72.38,0,4.4285e-08,-3.48269e-08
72.382,0,5.32717e-08,-3.51568e-08
72.384,0,1.51623e-09,-2.9941e-08
72.386,0,-4.4285e-08,-3.48295e-08
72.388,0,-5.32717e-08,-3.51592e-08
72.39,0,-1.51623e-09,-2.99407e-08
72.392,0,4.4285e-08,-3.48269e-08
72.394,0,5.32717e-08,-3.51568e-08
72.396,0,1.51623e-09,-2.9941e-08
72.398,0,-4.4285e-08,-3.48295e-08
72.4,0,-5.32717e-08,-3.51592e-08
72.402,0,-1.51623e-09,-2.99407e-08
72.404,0,4.4285e-08,-3.48269e-08
72.406,0,5.32717e-08,-3.51568e-08
72.408,0,1.51623e-09,-2.9941e-08
72.41,0,-4.4285e-08,-3.48295e-08
72.412,0,-5.32717e-08,-3.51592e-08
72.414,0,-1.51623e-09,-2.99407e-08
72.416,0,4.4285e-08,-3.48269e-08
72.418,0,5.32717e-08,-3.51568e-08
72.42,0,1.51623e-09,-2.9941e-08
72.422,0,-4.4285e-08,-3.48295e-08
72.424,0,-5.32717e-08,-3.51592e-08
72.426,0,-1.51623e-09,-2.99407e-08
72.428,0,4.4285e-08,-3.48269e-08
72.43,0,5.32717e-08,-3.51568e-08
72.432,0,1.51623e-09,-2.9941e-08
72.434,0,-4.4285e-08,-3.48295e-08
72.436,0,-5.32717e-08,-3.51592e-08
72.438,0,-1.51623e-09,-2.99407e-08
72.44,0,4.4285e-08,-3.48269e-08
72.442,0,5.32717e-08,-3.51568e-08
72.444,0,1.51623e-09,-2.9941e-08
72.446,0,-4.4285e-08,-3.48295e-08
72.448,0,-5.32717e-08,-3.51592e-08
72.45,0,-1.51623e-09,-2.99407e-08
72.452,0,4.4285e-08,-3.48269e-08
72.454,0,5.32717e-08,-3.51568e-08
72.456,0,1.51623e-09,-2.9941e-08
72.458,0,-4.4285e-08,-3.48295e-08
72.46,0,-5.32717e-08,-3.51592e-08
72.462,0,-1.51623e-09,-2.99407e-08
72.464,0,4.4285e-08,-3.48269e-08
72.466,0,5.32717e-08,-3.51568e-08
72.468,0,1.51623e-09,-2.9941e-08
72.47,0,-4.4285e-08,-3.48295e-08
72.472,0,-5.32717e-08,-3.51592e-08
72.474,0,-1.51623e-09,-2.99407e-08
72.476,0,4.4285e-08,-3.48269e-08
72.478,0,5.32717e-08,-3.51568e-08
72.48,0,1.51623e-09,-2.9941e-08
72.482,0,-4.4285e-08,-3.48295e-08
72.484,0,-5.32717e-08,-3.51592e-08
72.486,0,-1.51623e-09,-2.99407e-08
72.488,0,4.4285e-08,-3.48269e-08
72.49,0,5.32717e-08,-3.51568e-08
72.492,0,1.51623e-09,-2.9941e-08
72.494,0,-4.4285e-08,-3.48295e-08
72.496,0,-5.32717e-08,-3.51592e-08
72.498,0,-1.51623e-09,-2.99407e-08
72.5,0,4.4285e-08,-3.48269e-08
72.502,0,5.32717e-08,-3.51568e-08
72.504,0,1.51623e-09,-2.9941e-08
72.506,0,-4.4285e-08,-3.48295e-08
72.508,0,-5.32717e-08,-3.51592e-08
72.51,0,-1.51623e-09,-2.99407e-08
72.512,0,4.4285e-08,-3.48269e-08
72.514,0,5.32717e-08,-3.51568e-08
72.516,0,1.51623e-09,-2.9941e-08
72.518,0,-4.4285e-08,-3.48295e-08
72.52,0,-5.32717e-08,-3.51592e-08
72.522,0,-1.51623e-09,-2.99407e-08
72.524,0,4.4285e-08,-3.48269e-08
72.526,0,5.32717e-08,-3.51568e-08
72.528,0,1.51623e-09,-2.9941e-08
72.53,0,-4.4285e-08,-3.48295e-08
72.532,0,-5.32717e-08,-3.51592e-08
72.534,0,-1.51623e-09,-2.99407e-08
72.536,0,4.4285e-08,-3.48269e-08
72.538,0,5.32717e-08,-3.51568e-08
72.54,0,1.51623e-09,-2.9941e-08
72.542,0,-4.4285e-08,-3.48295e-08
72.544,0,-5.32717e-08,-3.51592e-08
72.546,0,-1.51623e-09,-2.99407e-08
72.548,0,4.4285e-08,-3.48269e-08
72.55,0,5.32717e-08,-3.51568e-08
72.552,0,1.51623e-09,-2.9941e-08
72.554,0,-4.4285e-08,-3.48295e-08
72.556,0,-5.32717e-08,-3.51592e-08
72.558,0,-1.51623e-09,-2.99407e-08
72.56,0,4.4285e-08,-3.48269e-08
72.562,0,5.32717e-08,-3.51568e-08
72.564,0,1.51623e-09,-2.9941e-08
72.566,0,-4.4285e-08,-3.48295e-08
72.568,0,-5.32717e-08,-3.51592e-08
72.57,0,-1.51623e-09,-2.99407e-08
72.572,0,4.4285e-08,-3.48269e-08
72.574,0,5.32717e-08,-3.51568e-08
72.576,0,1.51623e-09,-2.9941e-08
72.578,0,-4.4285e-08,-3.48295e-08
72.58,0,-5.32717e-08,-3.51592e-08
72.582,0,-1.51623e-09,-2.99407e-08
72.584,0,4.4285e-08,-3.48269e-08
72.586,0,5.32717e-08,-3.51568e-08
72.588,0,1.51623e-09,-2.9941e-08
72.59,0,-4.4285e-08,-3.48295e-08
72.592,0,-5.32717e-08,-3.51592e-08
72.594,0,-1.51623e-09,-2.99407e-08
72.596,0,4.4285e-08,-3.48269e-08
72.598,0,5.32717e-08,-3.51568e-08
72.6,0,1.51623e-09,-2.9941e-08
72.602,0,-4.4285e-08,-3.48295e-08
72.604,0,-5.32717e-08,-3.51592e-08
72.606,0,-1.51623e-09,-2.99407e-08
72.608,0,4.4285e-08,-3.48269e-08
72.61,0,5.32717e-08,-3.51568e-08
72.612,0,1.51623e-09,-2.9941e-08
72.614,0,-4.4285e-08,-3.48295e-08
72.616,0,-5.32717e-08,-3.51592e-08
72.618,0,-1.51623e-09,-2.99407e-08
72.62,0,4.4285e-08,-3.48269e-08
72.622,0,5.32717e-08,-3.51568e-08
72.624,0,1.51623e-09,-2.9941e-08
72.626,0,-4.4285e-08,-3.48295e-08
72.628,0,-5.32717e-08,-3.51592e-08
72.63,0,-1.51623e-09,-2.99407e-08
72.632,0,4.4285e-08,-3.48269e-08
72.634,0,5.32717e-08,-3.51568e-08
72.636,0,1.51623e-09,-2.9941e-08
72.638,0,-4.4285e-08,-3.48295e-08
72.64,0,-5.32717e-08,-3.51592e-08
72.642,0,-1.51623e-09,-2.99407e-08
72.644,0,4.4285e-08,-3.48269e-08
72.646,0,5.32717e-08,-3.51568e-08
72.648,0,1.51623e-09,-2.9941e-08
72.65,0,-4.4285e-08,-3.48295e-08
72.652,0,-5.32717e-08,-3.51592e-08
72.654,0,-1.51623e-09,-2.99407e-08
72.656,0,4.4285e-08,-3.48269e-08
72.658,0,5.32717e-08,-3.51568e-08
72.66,0,1.51623e-09,-2.9941e-08
72.662,0,-4.4285e-08,-3.48295e-08
72.664,0,-5.32717e-08,-3.51592e-08
72.666,0,-1.51623e-09,-2.99407e-08
72.668,0,4.4285e-08,-3.48269e-08
72.67,0,5.32717e-08,-3.51568e-08
72.672,0,1.51623e-09,-2.9941e-08
72.674,0,-4.4285e-08,-3.48295e-08
72.676,0,-5.32717e-08,-3.51592e-08
72.678,0,-1.51623e-09,-2.99407e-08
72.68,0,4.4285e-08,-3.48269e-08
72.682,0,5.32717e-08,-3.51568e-08
72.684,0,1.51623e-09,-2.9941e-08
72.686,0,-4.4285e-08,-3.48295e-08
72.688,0,-5.32717e-08,-3.51592e-08
72.69,0,-1.51623e-09,-2.99407e-08
72.692,0,4.4285e-08,-3.48269e-08
72.694,0,5.32717e-08,-3.51568e-08
72.696,0,1.51623e-09,-2.9941e-08
