Times (s), Currents (A), Velocities (rads^-1), Positions(rads)
72.698,0,-4.4285e-08,-3.48295e-08
72.7,0,-5.32717e-08,-3.51592e-08
72.702,0,-1.51623e-09,-2.99407e-08
72.704,0,4.4285e-08,-3.48269e-08
72.706,0,5.32717e-08,-3.51568e-08
72.708,0,1.51623e-09,-2.9941e-08
72.71,0,-4.4285e-08,-3.48295e-08
72.712,0,-5.32717e-08,-3.51592e-08
72.714,0,-1.51623e-09,-2.99407e-08
72.716,0,4.4285e-08,-3.48269e-08
72.718,0,5.32717e-08,-3.51568e-08
72.72,0,1.51623e-09,-2.9941e-08
72.722,0,-4.4285e-08,-3.48295e-08
72.724,0,-5.32717e-08,-3.51592e-08
72.726,0,-1.51623e-09,-2.99407e-08
72.728,0,4.4285e-08,-3.48269e-08
72.73,0,5.32717e-08,-3.51568e-08
72.732,0,1.51623e-09,-2.9941e-08
72.734,0,-4.4285e-08,-3.48295e-08
72.736,0,-5.32717e-08,-3.51592e-08
72.738,0,-1.51623e-09,-2.99407e-08
72.74,0,4.4285e-08,-3.48269e-08
72.742,0,5.32717e-08,-3.51568e-08
72.744,0,1.51623e-09,-2.9941e-08
72.746,0,-4.4285e-08,-3.48295e-08
72.748,0,-5.32717e-08,-3.51592e-08
72.75,0,-1.51623e-09,-2.99407e-08
72.752,0,4.4285e-08,-3.48269e-08
72.754,0,5.32717e-08,-3.51568e-08
72.756,0,1.51623e-09,-2.9941e-08
72.758,0,-4.4285e-08,-3.48295e-08
72.76,0,-5.32717e-08,-3.51592e-08
72.762,0,-1.51623e-09,-2.99407e-08
72.764,0,4.4285e-08,-3.48269e-08
72.766,0,5.32717e-08,-3.51568e-08
72.768,0,1.51623e-09,-2.9941e-08
72.77,0,-4.4285e-08,-3.48295e-08
72.772,0,-5.32717e-08,-3.51592e-08
72.774,0,-1.51623e-09,-2.99407e-08
72.776,0,4.4285e-08,-3.48269e-08
72.778,0,5.32717e-08,-3.51568e-08
72.78,0,1.51623e-09,-2.9941e-08
72.782,0,-4.4285e-08,-3.48295e-08
72.784,0,-5.32717e-08,-3.51592e-08
72.786,0,-1.51623e-09,-2.99407e-08
72.788,0,4.4285e-08,-3.48269e-08
72.79,0,5.32717e-08,-3.51568e-08
72.792,0,1.51623e-09,-2.9941e-08
72.794,0,-4.4285e-08,-3.48295e-08
72.796,0,-5.32717e-08,-3.51592e-08
72.798,0,-1.51623e-09,-2.99407e-08
72.8,0,4.4285e-08,-3.48269e-08
72.802,0,5.32717e-08,-3.51568e-08
72.804,0,1.51623e-09,-2.9941e-08
72.806,0,-4.4285e-08,-3.48295e-08
72.808,0,-5.32717e-08,-3.51592e-08
72.81,0,-1.51623e-09,-2.99407e-08
72.812,0,4.4285e-08,-3.48269e-08
72.814,0,5.32717e-08,-3.51568e-08
72.816,0,1.51623e-09,-2.9941e-08
72.818,0,-4.4285e-08,-3.48295e-08
72.82,0,-5.32717e-08,-3.51592e-08
72.822,0,-1.51623e-09,-2.99407e-08
72.824,0,4.4285e-08,-3.48269e-08
72.826,0,5.32717e-08,-3.51568e-08
72.828,0,1.51623e-09,-2.9941e-08
72.83,0,-4.4285e-08,-3.48295e-08
72.832,0,-5.32717e-08,-3.51592e-08
72.834,0,-1.51623e-09,-2.99407e-08
72.836,0,4.4285e-08,-3.48269e-08
72.838,0,5.32717e-08,-3.51568e-08
72.84,0,1.51623e-09,-2.9941e-08
72.842,0,-4.4285e-08,-3.48295e-08
72.844,0,-5.32717e-08,-3.51592e-08
72.846,0,-1.51623e-09,-2.99407e-08
72.848,0,4.4285e-08,-3.48269e-08
72.85,0,5.32717e-08,-3.51568e-08
72.852,0,1.51623e-09,-2.9941e-08
72.854,0,-4.4285e-08,-3.48295e-08
72.856,0,-5.32717e-08,-3.51592e-08
72.858,0,-1.51623e-09,-2.99407e-08
72.86,0,4.4285e-08,-3.48269e-08
72.862,0,5.32717e-08,-3.51568e-08
72.864,0,1.51623e-09,-2.9941e-08
72.866,0,-4.4285e-08,-3.48295e-08
72.868,0,-5.32717e-08,-3.51592e-08
72.87,0,-1.51623e-09,-2.99407e-08
72.872,0,4.4285e-08,-3.48269e-08
72.874,0,5.32717e-08,-3.51568e-08
72.876,0,1.51623e-09,-2.9941e-08
72.878,0,-4.4285e-08,-3.48295e-08
72.88,0,-5.32717e-08,-3.51592e-08
72.882,0,-1.51623e-09,-2.99407e-08
72.884,0,4.4285e-08,-3.48269e-08
72.886,0,5.32717e-08,-3.51568e-08
72.888,0,1.51623e-09,-2.9941e-08
72.89,0,-4.4285e-08,-3.48295e-08
72.892,0,-5.32717e-08,-3.51592e-08
72.894,0,-1.51623e-09,-2.99407e-08
72.896,0,4.4285e-08,-3.48269e-08
72.898,0,5.32717e-08,-3.51568e-08
72.9,0,1.51623e-09,-2.9941e-08
72.902,0,-4.4285e-08,-3.48295e-08
72.904,0,-5.32717e-08,-3.51592e-08
72.906,0,-1.51623e-09,-2.99407e-08
72.908,0,4.4285e-08,-3.48269e-08
72.91,0,5.32717e-08,-3.51568e-08
72.912,0,1.51623e-09,-2.9941e-08
72.914,0,-4.4285e-08,-3.48295e-08
72.916,0,-5.32717e-08,-3.51592e-08
72.918,0,-1.51623e-09,-2.99407e-08
72.92,0,4.4285e-08,-3.48269e-08
72.922,0,5.32717e-08,-3.51568e-08
72.924,0,1.51623e-09,-2.9941e-08
72.926,0,-4.4285e-08,-3.48295e-08
72.928,0,-5.32717e-08,-3.51592e-08
72.93,0,-1.51623e-09,-2.99407e-08
72.932,0,4.4285e-08,-3.48269e-08
72.934,0,5.32717e-08,-3.51568e-08
72.936,0,1.51623e-09,-2.9941e-08
72.938,0,-4.4285e-08,-3.48295e-08
72.94,0,-5.32717e-08,-3.51592e-08
72.942,0,-1.51623e-09,-2.99407e-08
72.944,0,4.4285e-08,-3.48269e-08
72.946,0,5.32717e-08,-3.51568e-08
72.948,0,1.51623e-09,-2.9941e-08
72.95,0,-4.4285e-08,-3.48295e-08
72.952,0,-5.32717e-08,-3.51592e-08
72.954,0,-1.51623e-09,-2.99407e-08
72.956,0,4.4285e-08,-3.48269e-08
72.958,0,5.32717e-08,-3.51568e-08
72.96,0,1.51623e-09,-2.9941e-08
72.962,0,-4.4285e-08,-3.48295e-08
72.964,0,-5.32717e-08,-3.51592e-08
72.966,0,-1.51623e-09,-2.99407e-08
72.968,0,4.4285e-08,-3.48269e-08
72.97,0,5.32717e-08,-3.51568e-08
72.972,0,1.51623e-09,-2.9941e-08
72.974,0,-4.4285e-08,-3.48295e-08
72.976,0,-5.32717e-08,-3.51592e-08
72.978,0,-1.51623e-09,-2.99407e-08
72.98,0,4.4285e-08,-3.48269e-08
72.982,0,5.32717e-08,-3.51568e-08
72.984,0,1.51623e-09,-2.9941e-08
72.986,0,-4.4285e-08,-3.48295e-08
72.988,0,-5.32717e-08,-3.51592e-08
72.99,0,-1.51623e-09,-2.99407e-08
72.992,0,4.4285e-08,-3.48269e-08
72.994,0,5.32717e-08,-3.51568e-08
72.996,0,1.51623e-09,-2.9941e-08
72.998,0,-4.4285e-08,-3.48295e-08
73,0,-5.32717e-08,-3.51592e-08
73.002,0,-1.51623e-09,-2.99407e-08
73.004,0,4.4285e-08,-3.48269e-08
73.006,0,5.32717e-08,-3.51568e-08
73.008,0,1.51623e-09,-2.9941e-08
73.01,0,-4.4285e-08,-3.48295e-08
73.012,0,-5.32717e-08,-3.51592e-08
73.014,0,-1.51623e-09,-2.99407e-08
73.016,0,4.4285e-08,-3.48269e-08
73.018,0,5.32717e-08,-3.51568e-08
73.02,0,1.51623e-09,-2.9941e-08
73.022,0,-4.4285e-08,-3.48295e-08
73.024,0,-5.32717e-08,-3.51592e-08
73.026,0,-1.51623e-09,-2.99407e-08
73.028,0,4.4285e-08,-3.48269e-08
73.03,0,5.32717e-08,-3.51568e-08
73.032,0,1.51623e-09,-2.9941e-08
73.034,0,-4.4285e-08,-3.48295e-08
73.036,0,-5.32717e-08,-3.51592e-08
73.038,0,-1.51623e-09,-2.99407e-08
73.04,0,4.4285e-08,-3.48269e-08
73.042,0,5.32717e-08,-3.51568e-08
73.044,0,1.51623e-09,-2.9941e-08
73.046,0,-4.4285e-08,-3.48295e-08
73.048,0,-5.32717e-08,-3.51592e-08
73.05,0,-1.51623e-09,-2.99407e-08
73.052,0,4.4285e-08,-3.48269e-08
73.054,0,5.32717e-08,-3.51568e-08
73.056,0,1.51623e-09,-2.9941e-08
73.058,0,-4.4285e-08,-3.48295e-08
73.06,0,-5.32717e-08,-3.51592e-08
73.062,0,-1.51623e-09,-2.99407e-08
73.064,0,4.4285e-08,-3.48269e-08
73.066,0,5.32717e-08,-3.51568e-08
73.068,0,1.51623e-09,-2.9941e-08
73.07,0,-4.4285e-08,-3.48295e-08
73.072,0,-5.32717e-08,-3.51592e-08
73.074,0,-1.51623e-09,-2.99407e-08
73.076,0,4.4285e-08,-3.48269e-08
73.078,0,5.32717e-08,-3.51568e-08
73.08,0,1.51623e-09,-2.9941e-08
73.082,0,-4.4285e-08,-3.48295e-08
73.084,0,-5.32717e-08,-3.51592e-08
73.086,0,-1.51623e-09,-2.99407e-08
73.088,0,4.4285e-08,-3.48269e-08
73.09,0,5.32717e-08,-3.51568e-08
73.092,0,1.51623e-09,-2.9941e-08
73.094,0,-4.4285e-08,-3.48295e-08
73.096,0,-5.32717e-08,-3.51592e-08
73.098,0,-1.51623e-09,-2.99407e-08
73.1,0,4.4285e-08,-3.48269e-08
73.102,0,5.32717e-08,-3.51568e-08
73.104,0,1.51623e-09,-2.9941e-08
73.106,0,-4.4285e-08,-3.48295e-08
73.108,0,-5.32717e-08,-3.51592e-08
73.11,0,-1.51623e-09,-2.99407e-08
73.112,0,4.4285e-08,-3.48269e-08
73.114,0,5.32717e-08,-3.51568e-08
73.116,0,1.51623e-09,-2.9941e-08
73.118,0,-4.4285e-08,-3.48295e-08
73.12,0,-5.32717e-08,-3.51592e-08
73.122,0,-1.51623e-09,-2.99407e-08
73.124,0,4.4285e-08,-3.48269e-08
73.126,0,5.32717e-08,-3.51568e-08
73.128,0,1.51623e-09,-2.9941e-08
73.13,0,-4.4285e-08,-3.48295e-08
73.132,0,-5.32717e-08,-3.51592e-08
73.134,0,-1.51623e-09,-2.99407e-08
73.136,0,4.4285e-08,-3.48269e-08
73.138,0,5.32717e-08,-3.51568e-08
73.14,0,1.51623e-09,-2.9941e-08
73.142,0,-4.4285e-08,-3.48295e-08
73.144,0,-5.32717e-08,-3.51592e-08
73.146,0,-1.51623e-09,-2.99407e-08
73.148,0,4.4285e-08,-3.48269e-08
73.15,0,5.32717e-08,-3.51568e-08
73.152,0,1.51623e-09,-2.9941e-08
73.154,0,-4.4285e-08,-3.48295e-08
73.156,0,-5.32717e-08,-3.51592e-08
73.158,0,-1.51623e-09,-2.99407e-08
73.16,0,4.4285e-08,-3.48269e-08
73.162,0,5.32717e-08,-3.51568e-08
73.164,0,1.51623e-09,-2.9941e-08
73.166,0,-4.4285e-08,-3.48295e-08
73.168,0,-5.32717e-08,-3.51592e-08
73.17,0,-1.51623e-09,-2.99407e-08
73.172,0,4.4285e-08,-3.48269e-08
73.174,0,5.32717e-08,-3.51568e-08
73.176,0,1.51623e-09,-2.9941e-08
73.178,0,-4.4285e-08,-3.48295e-08
73.18,0,-5.32717e-08,-3.51592e-08
73.182,0,-1.51623e-09,-2.99407e-08
73.184,0,4.4285e-08,-3.48269e-08
73.186,0,5.32717e-08,-3.51568e-08
73.188,0,1.51623e-09,-2.9941e-08
73.19,0,-4.4285e-08,-3.48295e-08
73.192,0,-5.32717e-08,-3.51592e-08
73.194,0,-1.51623e-09,-2.99407e-08
73.196,0,4.4285e-08,-3.48269e-08
73.198,0,5.32717e-08,-3.51568e-08
73.2,0,1.51623e-09,-2.9941e-08
73.202,0,-4.4285e-08,-3.48295e-08
73.204,0,-5.32717e-08,-3.51592e-08
73.206,0,-1.51623e-09,-2.99407e-08
73.208,0,4.4285e-08,-3.48269e-08
73.21,0,5.32717e-08,-3.51568e-08
73.212,0,1.51623e-09,-2.9941e-08
73.214,0,-4.4285e-08,-3.48295e-08
73.216,0,-5.32717e-08,-3.51592e-08
73.218,0,-1.51623e-09,-2.99407e-08
73.22,0,4.4285e-08,-3.48269e-08
73.222,0,5.32717e-08,-3.51568e-08
73.224,0,1.51623e-09,-2.9941e-08
73.226,0,-4.4285e-08,-3.48295e-08
73.228,0,-5.32717e-08,-3.51592e-08
73.23,0,-1.51623e-09,-2.99407e-08
73.232,0,4.4285e-08,-3.48269e-08
73.234,0,5.32717e-08,-3.51568e-08
73.236,0,1.51623e-09,-2.9941e-08
73.238,0,-4.4285e-08,-3.48295e-08
73.24,0,-5.32717e-08,-3.51592e-08
73.242,0,-1.51623e-09,-2.99407e-08
73.244,0,4.4285e-08,-3.48269e-08
73.246,0,5.32717e-08,-3.51568e-08
73.248,0,1.51623e-09,-2.9941e-08
73.25,0,-4.4285e-08,-3.48295e-08
73.252,0,-5.32717e-08,-3.51592e-08
73.254,0,-1.51623e-09,-2.99407e-08
73.256,0,4.4285e-08,-3.48269e-08
73.258,0,5.32717e-08,-3.51568e-08
73.26,0,1.51623e-09,-2.9941e-08
73.262,0,-4.4285e-08,-3.48295e-08
73.264,0,-5.32717e-08,-3.51592e-08
73.266,0,-1.51623e-09,-2.99407e-08
73.268,0,4.4285e-08,-3.48269e-08
73.27,0,5.32717e-08,-3.51568e-08
73.272,0,1.51623e-09,-2.9941e-08
73.274,0,-4.4285e-08,-3.48295e-08
73.276,0,-5.32717e-08,-3.51592e-08
73.278,0,-1.51623e-09,-2.99407e-08
73.28,0,4.4285e-08,-3.48269e-08
73.282,0,5.32717e-08,-3.51568e-08
73.284,0,1.51623e-09,-2.9941e-08
73.286,0,-4.4285e-08,-3.48295e-08
73.288,0,-5.32717e-08,-3.51592e-08
73.29,0,-1.51623e-09,-2.99407e-08
73.292,0,4.4285e-08,-3.48269e-08
73.294,0,5.32717e-08,-3.51568e-08
73.296,0,1.51623e-09,-2.9941e-08
73.298,0,-4.4285e-08,-3.48295e-08
73.3,0,-5.32717e-08,-3.51592e-08
73.302,0,-1.51623e-09,-2.99407e-08
73.304,0,4.4285e-08,-3.48269e-08
73.306,0,5.32717e-08,-3.51568e-08
73.308,0,1.51623e-09,-2.9941e-08
73.31,0,-4.4285e-08,-3.48295e-08
73.312,0,-5.32717e-08,-3.51592e-08
73.314,0,-1.51623e-09,-2.99407e-08
73.316,0,4.4285e-08,-3.48269e-08
73.318,0,5.32717e-08,-3.51568e-08
73.32,0,1.51623e-09,-2.9941e-08
73.322,0,-4.4285e-08,-3.48295e-08
73.324,0,-5.32717e-08,-3.51592e-08
73.326,0,-1.51623e-09,-2.99407e-08
73.328,0,4.4285e-08,-3.48269e-08
73.33,0,5.32717e-08,-3.51568e-08
73.332,0,1.51623e-09,-2.9941e-08
73.334,0,-4.4285e-08,-3.48295e-08
73.336,0,-5.32717e-08,-3.51592e-08
73.338,0,-1.51623e-09,-2.99407e-08
73.34,0,4.4285e-08,-3.48269e-08
73.342,0,5.32717e-08,-3.51568e-08
73.344,0,1.51623e-09,-2.9941e-08
73.346,0,-4.4285e-08,-3.48295e-08
73.348,0,-5.32717e-08,-3.51592e-08
73.35,0,-1.51623e-09,-2.99407e-08
73.352,0,4.4285e-08,-3.48269e-08
73.354,0,5.32717e-08,-3.51568e-08
73.356,0,1.51623e-09,-2.9941e-08
73.358,0,-4.4285e-08,-3.48295e-08
73.36,0,-5.32717e-08,-3.51592e-08
73.362,0,-1.51623e-09,-2.99407e-08
73.364,0,4.4285e-08,-3.48269e-08
73.366,0,5.32717e-08,-3.51568e-08
73.368,0,1.51623e-09,-2.9941e-08
73.37,0,-4.4285e-08,-3.48295e-08
73.372,0,-5.32717e-08,-3.51592e-08
73.374,0,-1.51623e-09,-2.99407e-08
73.376,0,4.4285e-08,-3.48269e-08
73.378,0,5.32717e-08,-3.51568e-08
73.38,0,1.51623e-09,-2.9941e-08
73.382,0,-4.4285e-08,-3.48295e-08
73.384,0,-5.32717e-08,-3.51592e-08
73.386,0,-1.51623e-09,-2.99407e-08
73.388,0,4.4285e-08,-3.48269e-08
73.39,0,5.32717e-08,-3.51568e-08
73.392,0,1.51623e-09,-2.9941e-08
73.394,0,-4.4285e-08,-3.48295e-08
73.396,0,-5.32717e-08,-3.51592e-08
73.398,0,-1.51623e-09,-2.99407e-08
73.4,0,4.4285e-08,-3.48269e-08
73.402,0,5.32717e-08,-3.51568e-08
73.404,0,1.51623e-09,-2.9941e-08
73.406,0,-4.4285e-08,-3.48295e-08
73.408,0,-5.32717e-08,-3.51592e-08
73.41,0,-1.51623e-09,-2.99407e-08
73.412,0,4.4285e-08,-3.48269e-08
73.414,0,5.32717e-08,-3.51568e-08
73.416,0,1.51623e-09,-2.9941e-08
73.418,0,-4.4285e-08,-3.48295e-08
73.42,0,-5.32717e-08,-3.51592e-08
73.422,0,-1.51623e-09,-2.99407e-08
73.424,0,4.4285e-08,-3.48269e-08
73.426,0,5.32717e-08,-3.51568e-08
73.428,0,1.51623e-09,-2.9941e-08
73.43,0,-4.4285e-08,-3.48295e-08
73.432,0,-5.32717e-08,-3.51592e-08
73.434,0,-1.51623e-09,-2.99407e-08
73.436,0,4.4285e-08,-3.48269e-08
73.438,0,5.32717e-08,-3.51568e-08
73.44,0,1.51623e-09,-2.9941e-08
73.442,0,-4.4285e-08,-3.48295e-08
73.444,0,-5.32717e-08,-3.51592e-08
73.446,0,-1.51623e-09,-2.99407e-08
73.448,0,4.4285e-08,-3.48269e-08
73.45,0,5.32717e-08,-3.51568e-08
73.452,0,1.51623e-09,-2.9941e-08
73.454,0,-4.4285e-08,-3.48295e-08
73.456,0,-5.32717e-08,-3.51592e-08
73.458,0,-1.51623e-09,-2.99407e-08
73.46,0,4.4285e-08,-3.48269e-08
73.462,0,5.32717e-08,-3.51568e-08
73.464,0,1.51623e-09,-2.9941e-08
73.466,0,-4.4285e-08,-3.48295e-08
73.468,0,-5.32717e-08,-3.51592e-08
73.47,0,-1.51623e-09,-2.99407e-08
73.472,0,4.4285e-08,-3.48269e-08
73.474,0,5.32717e-08,-3.51568e-08
73.476,0,1.51623e-09,-2.9941e-08
73.478,0,-4.4285e-08,-3.48295e-08
73.48,0,-5.32717e-08,-3.51592e-08
73.482,0,-1.51623e-09,-2.99407e-08
73.484,0,4.4285e-08,-3.48269e-08
73.486,0,5.32717e-08,-3.51568e-08
73.488,0,1.51623e-09,-2.9941e-08
73.49,0,-4.4285e-08,-3.48295e-08
73.492,0,-5.32717e-08,-3.51592e-08
73.494,0,-1.51623e-09,-2.99407e-08
73.496,0,4.4285e-08,-3.48269e-08
73.498,0,5.32717e-08,-3.51568e-08
73.5,0,1.51623e-09,-2.9941e-08
73.502,0,-4.4285e-08,-3.48295e-08
73.504,0,-5.32717e-08,-3.51592e-08
73.506,0,-1.51623e-09,-2.99407e-08
73.508,0,4.4285e-08,-3.48269e-08
73.51,0,5.32717e-08,-3.51568e-08
73.512,0,1.51623e-09,-2.9941e-08
73.514,0,-4.4285e-08,-3.48295e-08
73.516,0,-5.32717e-08,-3.51592e-08
73.518,0,-1.51623e-09,-2.99407e-08
73.52,0,4.4285e-08,-3.48269e-08
73.522,0,5.32717e-08,-3.51568e-08
73.524,0,1.51623e-09,-2.9941e-08
73.526,0,-4.4285e-08,-3.48295e-08
73.528,0,-5.32717e-08,-3.51592e-08
73.53,0,-1.51623e-09,-2.99407e-08
73.532,0,4.4285e-08,-3.48269e-08
73.534,0,5.32717e-08,-3.51568e-08
73.536,0,1.51623e-09,-2.9941e-08
73.538,0,-4.4285e-08,-3.48295e-08
73.54,0,-5.32717e-08,-3.51592e-08
73.542,0,-1.51623e-09,-2.99407e-08
73.544,0,4.4285e-08,-3.48269e-08
73.546,0,5.32717e-08,-3.51568e-08
73.548,0,1.51623e-09,-2.9941e-08
73.55,0,-4.4285e-08,-3.48295e-08
73.552,0,-5.32717e-08,-3.51592e-08
73.554,0,-1.51623e-09,-2.99407e-08
73.556,0,4.4285e-08,-3.48269e-08
73.558,0,5.32717e-08,-3.51568e-08
73.56,0,1.51623e-09,-2.9941e-08
73.562,0,-4.4285e-08,-3.48295e-08
73.564,0,-5.32717e-08,-3.51592e-08
73.566,0,-1.51623e-09,-2.99407e-08
73.568,0,4.4285e-08,-3.48269e-08
73.57,0,5.32717e-08,-3.51568e-08
73.572,0,1.51623e-09,-2.9941e-08
73.574,0,-4.4285e-08,-3.48295e-08
73.576,0,-5.32717e-08,-3.51592e-08
73.578,0,-1.51623e-09,-2.99407e-08
73.58,0,4.4285e-08,-3.48269e-08
73.582,0,5.32717e-08,-3.51568e-08
73.584,0,1.51623e-09,-2.9941e-08
73.586,0,-4.4285e-08,-3.48295e-08
73.588,0,-5.32717e-08,-3.51592e-08
73.59,0,-1.51623e-09,-2.99407e-08
73.592,0,4.4285e-08,-3.48269e-08
73.594,0,5.32717e-08,-3.51568e-08
73.596,0,1.51623e-09,-2.9941e-08
73.598,0,-4.4285e-08,-3.48295e-08
73.6,0,-5.32717e-08,-3.51592e-08
73.602,0,-1.51623e-09,-2.99407e-08
73.604,0,4.4285e-08,-3.48269e-08
73.606,0,5.32717e-08,-3.51568e-08
73.608,0,1.51623e-09,-2.9941e-08
73.61,0,-4.4285e-08,-3.48295e-08
73.612,0,-5.32717e-08,-3.51592e-08
73.614,0,-1.51623e-09,-2.99407e-08
73.616,0,4.4285e-08,-3.48269e-08
73.618,0,5.32717e-08,-3.51568e-08
73.62,0,1.51623e-09,-2.9941e-08
73.622,0,-4.4285e-08,-3.48295e-08
73.624,0,-5.32717e-08,-3.51592e-08
73.626,0,-1.51623e-09,-2.99407e-08
73.628,0,4.4285e-08,-3.48269e-08
73.63,0,5.32717e-08,-3.51568e-08
73.632,0,1.51623e-09,-2.9941e-08
73.634,0,-4.4285e-08,-3.48295e-08
73.636,0,-5.32717e-08,-3.51592e-08
73.638,0,-1.51623e-09,-2.99407e-08
73.64,0,4.4285e-08,-3.48269e-08
73.642,0,5.32717e-08,-3.51568e-08
73.644,0,1.51623e-09,-2.9941e-08
73.646,0,-4.4285e-08,-3.48295e-08
73.648,0,-5.32717e-08,-3.51592e-08
73.65,0,-1.51623e-09,-2.99407e-08
73.652,0,4.4285e-08,-3.48269e-08
73.654,0,5.32717e-08,-3.51568e-08
73.656,0,1.51623e-09,-2.9941e-08
73.658,0,-4.4285e-08,-3.48295e-08
73.66,0,-5.32717e-08,-3.51592e-08
73.662,0,-1.51623e-09,-2.99407e-08
73.664,0,4.4285e-08,-3.48269e-08
73.666,0,5.32717e-08,-3.51568e-08
73.668,0,1.51623e-09,-2.9941e-08
73.67,0,-4.4285e-08,-3.48295e-08
73.672,0,-5.32717e-08,-3.51592e-08
73.674,0,-1.51623e-09,-2.99407e-08
73.676,0,4.4285e-08,-3.48269e-08
73.678,0,5.32717e-08,-3.51568e-08
73.68,0,1.51623e-09,-2.9941e-08
73.682,0,-4.4285e-08,-3.48295e-08
73.684,0,-5.32717e-08,-3.51592e-08
73.686,0,-1.51623e-09,-2.99407e-08
73.688,0,4.4285e-08,-3.48269e-08
73.69,0,5.32717e-08,-3.51568e-08
73.692,0,1.51623e-09,-2.9941e-08
73.694,0,-4.4285e-08,-3.48295e-08
73.696,0,-5.32717e-08,-3.51592e-08
73.698,0,-1.51623e-09,-2.99407e-08
73.7,0,4.4285e-08,-3.48269e-08
73.702,0,5.32717e-08,-3.51568e-08
73.704,0,1.51623e-09,-2.9941e-08
73.706,0,-4.4285e-08,-3.48295e-08
73.708,0,-5.32717e-08,-3.51592e-08
73.71,0,-1.51623e-09,-2.99407e-08
73.712,0,4.4285e-08,-3.48269e-08
73.714,0,5.32717e-08,-3.51568e-08
73.716,0,1.51623e-09,-2.9941e-08
73.718,0,-4.4285e-08,-3.48295e-08
73.72,0,-5.32717e-08,-3.51592e-08
73.722,0,-1.51623e-09,-2.99407e-08
73.724,0,4.4285e-08,-3.48269e-08
73.726,0,5.32717e-08,-3.51568e-08
73.728,0,1.51623e-09,-2.9941e-08
73.73,0,-4.4285e-08,-3.48295e-08
73.732,0,-5.32717e-08,-3.51592e-08
73.734,0,-1.51623e-09,-2.99407e-08
73.736,0,4.4285e-08,-3.48269e-08
73.738,0,5.32717e-08,-3.51568e-08
73.74,0,1.51623e-09,-2.9941e-08
73.742,0,-4.4285e-08,-3.48295e-08
73.744,0,-5.32717e-08,-3.51592e-08
73.746,0,-1.51623e-09,-2.99407e-08
73.748,0,4.4285e-08,-3.48269e-08
73.75,0,5.32717e-08,-3.51568e-08
73.752,0,1.51623e-09,-2.9941e-08
73.754,0,-4.4285e-08,-3.48295e-08
73.756,0,-5.32717e-08,-3.51592e-08
73.758,0,-1.51623e-09,-2.99407e-08
73.76,0,4.4285e-08,-3.48269e-08
73.762,0,5.32717e-08,-3.51568e-08
73.764,0,1.51623e-09,-2.9941e-08
73.766,0,-4.4285e-08,-3.48295e-08
73.768,0,-5.32717e-08,-3.51592e-08
73.77,0,-1.51623e-09,-2.99407e-08
73.772,0,4.4285e-08,-3.48269e-08
73.774,0,5.32717e-08,-3.51568e-08
73.776,0,1.51623e-09,-2.9941e-08
73.778,0,-4.4285e-08,-3.48295e-08
73.78,0,-5.32717e-08,-3.51592e-08
73.782,0,-1.51623e-09,-2.99407e-08
73.784,0,4.4285e-08,-3.48269e-08
73.786,0,5.32717e-08,-3.51568e-08
73.788,0,1.51623e-09,-2.9941e-08
73.79,0,-4.4285e-08,-3.48295e-08
73.792,0,-5.32717e-08,-3.51592e-08
73.794,0,-1.51623e-09,-2.99407e-08
73.796,0,4.4285e-08,-3.48269e-08
73.798,0,5.32717e-08,-3.51568e-08
73.8,0,1.51623e-09,-2.9941e-08
73.802,0,-4.4285e-08,-3.48295e-08
73.804,0,-5.32717e-08,-3.51592e-08
73.806,0,-1.51623e-09,-2.99407e-08
73.808,0,4.4285e-08,-3.48269e-08
73.81,0,5.32717e-08,-3.51568e-08
73.812,0,1.51623e-09,-2.9941e-08
73.814,0,-4.4285e-08,-3.48295e-08
73.816,0,-5.32717e-08,-3.51592e-08
73.818,0,-1.51623e-09,-2.99407e-08
73.82,0,4.4285e-08,-3.48269e-08
73.822,0,5.32717e-08,-3.51568e-08
73.824,0,1.51623e-09,-2.9941e-08
73.826,0,-4.4285e-08,-3.48295e-08
73.828,0,-5.32717e-08,-3.51592e-08
73.83,0,-1.51623e-09,-2.99407e-08
73.832,0,4.4285e-08,-3.48269e-08
73.834,0,5.32717e-08,-3.51568e-08
73.836,0,1.51623e-09,-2.9941e-08
73.838,0,-4.4285e-08,-3.48295e-08
73.84,0,-5.32717e-08,-3.51592e-08
73.842,0,-1.51623e-09,-2.99407e-08
73.844,0,4.4285e-08,-3.48269e-08
73.846,0,5.32717e-08,-3.51568e-08
73.848,0,1.51623e-09,-2.9941e-08
73.85,0,-4.4285e-08,-3.48295e-08
73.852,0,-5.32717e-08,-3.51592e-08
73.854,0,-1.51623e-09,-2.99407e-08
73.856,0,4.4285e-08,-3.48269e-08
73.858,0,5.32717e-08,-3.51568e-08
73.86,0,1.51623e-09,-2.9941e-08
73.862,0,-4.4285e-08,-3.48295e-08
73.864,0,-5.32717e-08,-3.51592e-08
73.866,0,-1.51623e-09,-2.99407e-08
73.868,0,4.4285e-08,-3.48269e-08
73.87,0,5.32717e-08,-3.51568e-08
73.872,0,1.51623e-09,-2.9941e-08
73.874,0,-4.4285e-08,-3.48295e-08
73.876,0,-5.32717e-08,-3.51592e-08
73.878,0,-1.51623e-09,-2.99407e-08
73.88,0,4.4285e-08,-3.48269e-08
73.882,0,5.32717e-08,-3.51568e-08
73.884,0,1.51623e-09,-2.9941e-08
